target_id	name	fam	tdl	idg2	protein_id	sym	family	geneid	uniprot	up_version	stringid	chr	description	dtoid
4630	DENN domain-containing protein 5A	None	Tbio	0	4630	DENND5A	Belongs to the RAB6IP1 family.	23258	Q6IQ26	2	ENSP00000328524	11p15.4	DENN domain-containing protein 5A	None
4631	Protein DENND6A	None	Tbio	0	4631	DENND6A	Belongs to the DENND6 family.	201627	Q8IWF6	1	ENSP00000311401	3p14.3	Protein DENND6A	None
4632	DEP domain-containing protein 4	None	Tdark	0	4632	DEPDC4	None	120863	Q8N2C3	1	ENSP00000367490	12q23.1	DEP domain-containing protein 4	None
4633	GATOR complex protein DEPDC5	None	Tbio	0	4633	DEPDC5	Belongs to the IML1 family.	9681	O75140	2	ENSP00000371546	22q12.2-q12.3	GATOR complex protein DEPDC5	None
4634	Protein DEPP1	None	Tbio	0	4634	DEPP1	None	11067	Q9NTK1	2	ENSP00000298295	10q11.21	Protein DEPP1	None
4635	Desumoylating isopeptidase 1	Enzyme	Tdark	0	4635	DESI1	Belongs to the DeSI family.	27351	Q6ICB0	1	ENSP00000263256	22q13.2	Desumoylating isopeptidase 1	None
4636	Beta-defensin 4A	None	Tbio	0	4636	DEFB4A	Belongs to the beta-defensin family. LAP/TAP subfamily.	1673	O15263	1	ENSP00000424598	8p23.1	Beta-defensin 4A	None
4637	Diacylglycerol O-acyltransferase 2-like protein 6	Enzyme	Tbio	0	4637	DGAT2L6	Belongs to the diacylglycerol acyltransferase family.	347516	Q6ZPD8	1	ENSP00000328036	Xq13.1	Diacylglycerol O-acyltransferase 2-like protein 6	None
4638	Diacylglycerol O-acyltransferase 1	Enzyme	Tclin	0	4638	DGAT1	Belongs to the membrane-bound acyltransferase family. Sterol o-acyltransferase subfamily.	8694	O75907	2	ENSP00000332258	8q24.3	Diacylglycerol O-acyltransferase 1	None
4639	Protein DGCR6	None	Tbio	0	4639	DGCR6	Belongs to the gonadal family.	8214	Q14129	3	ENSP00000331681	22q11.21	Protein DGCR6	None
4640	Microprocessor complex subunit DGCR8	None	Tbio	0	4640	DGCR8	None	54487	Q8WYQ5	1	ENSP00000263209	22q11.21	Microprocessor complex subunit DGCR8	None
4641	Diacylglycerol kinase epsilon	Enzyme	Tbio	0	4641	DGKE	Belongs to the eukaryotic diacylglycerol kinase family.	8526	P52429	1	ENSP00000284061	17q22	Diacylglycerol kinase epsilon	None
4642	Diacylglycerol kinase iota	Enzyme	Tbio	0	4642	DGKI	Belongs to the eukaryotic diacylglycerol kinase family.	9162	O75912	1	ENSP00000288490	7q33	Diacylglycerol kinase iota	None
4643	Diacylglycerol kinase zeta	Enzyme	Tbio	0	4643	DGKZ	Belongs to the eukaryotic diacylglycerol kinase family.	8525	Q13574	3	ENSP00000412178	11p11.2	Diacylglycerol kinase zeta	None
4644	Sn1-specific diacylglycerol lipase beta	Enzyme	Tchem	0	4644	DAGLB	Belongs to the AB hydrolase superfamily. Lipase family.	221955	Q8NCG7	2	ENSP00000297056	7p22.1	Sn1-specific diacylglycerol lipase beta	None
4645	Putative uncharacterized protein DHRS4-AS1	None	Tdark	0	4645	DHRS4-AS1	None	55449	Q9P1J3	1	ENSP00000346918	14q11.2	Putative uncharacterized protein DHRS4-AS1	None
4646	17-beta-hydroxysteroid dehydrogenase 13	Enzyme	Tdark	0	4646	HSD17B13	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	345275	Q7Z5P4	1	ENSP00000333300	4q22.1	17-beta-hydroxysteroid dehydrogenase 13	None
4647	17-beta-hydroxysteroid dehydrogenase 14	Enzyme	Tchem	0	4647	HSD17B14	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	51171	Q9BPX1	1	ENSP00000263278	19q13.33	17-beta-hydroxysteroid dehydrogenase 14	None
4648	Estradiol 17-beta-dehydrogenase 1	Enzyme	Tchem	0	4648	HSD17B1	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	3292	P14061	3	ENSP00000466799	17q21.2	Estradiol 17-beta-dehydrogenase 1	None
4649	Estradiol 17-beta-dehydrogenase 2	Enzyme	Tchem	0	4649	HSD17B2	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	3294	P37059	1	ENSP00000199936	16q23.3	Estradiol 17-beta-dehydrogenase 2	None
4650	Peroxisomal multifunctional enzyme type 2	None	Tbio	0	4650	HSD17B4	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	3295	P51659	3	ENSP00000420914	5q23.1	Peroxisomal multifunctional enzyme type 2	None
4651	3-keto-steroid reductase	Enzyme	Tchem	0	4651	HSD17B7	Belongs to the short-chain dehydrogenases/reductases (SDR) family. ERG27 subfamily.	51478	P56937	1	ENSP00000254521	1q23.3	3-keto-steroid reductase	None
4652	Corticosteroid 11-beta-dehydrogenase isozyme 2	Enzyme	Tchem	0	4652	HSD11B2	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	3291	P80365	2	ENSP00000316786	16q22.1	Corticosteroid 11-beta-dehydrogenase isozyme 2	None
4653	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	Enzyme	Tbio	0	4653	SDHD	Belongs to the CybS family.	6392	O14521	1	ENSP00000364699	11q23.1	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	None
4654	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	Enzyme	Tbio	0	4654	DHX16	Belongs to the DEAD box helicase family. DEAH subfamily. DDX16/PRP8 sub-subfamily.	8449	O60231	2	ENSP00000365625	6p21.33	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	None
4655	Probable ATP-dependent RNA helicase DHX35	Enzyme	Tdark	0	4655	DHX35	Belongs to the DEAD box helicase family. DEAH subfamily.	60625	Q9H5Z1	2	ENSP00000252011	20q11.23-q12	Probable ATP-dependent RNA helicase DHX35	None
4656	ATP-dependent RNA helicase DHX36	Enzyme	Tbio	0	4656	DHX36	Belongs to the DEAD box helicase family. DEAH subfamily.	170506	Q9H2U1	2	ENSP00000417078	3q25.2	ATP-dependent RNA helicase DHX36	None
4657	Probable ATP-dependent RNA helicase DHX58	Enzyme	Tbio	0	4657	DHX58	Belongs to the helicase family. RLR subfamily.	79132	Q96C10	1	ENSP00000251642	17q21.2	Probable ATP-dependent RNA helicase DHX58	None
4658	Deoxyhypusine synthase	Enzyme	Tbio	0	4658	DHPS	Belongs to the deoxyhypusine synthase family.	1725	P49366	1	ENSP00000210060	19p13.13	Deoxyhypusine synthase	None
4659	DIS3-like exonuclease 1	Enzyme	Tdark	0	4659	DIS3L	Belongs to the RNR ribonuclease family.	115752	Q8TF46	2	ENSP00000321711	15q22.31	DIS3-like exonuclease 1	None
4660	Endoribonuclease Dicer	Enzyme	Tbio	0	4660	DICER1	Belongs to the helicase family. Dicer subfamily.	23405	Q9UPY3	3	ENSP00000343745	14q32.13	Endoribonuclease Dicer	None
4661	Mitochondrial dicarboxylate carrier	Transporter	Tbio	0	4661	SLC25A10	Belongs to the mitochondrial carrier (TC 2.A.29) family.	1468	Q9UBX3	2	ENSP00000345580	17q25.3	Mitochondrial dicarboxylate carrier	None
4662	Digestive organ expansion factor homolog	None	Tbio	0	4662	DIEXF	Belongs to the def family.	27042	Q68CQ4	2	ENSP00000419005	1q32.2	Digestive organ expansion factor homolog	None
4663	Disco-interacting protein 2 homolog A	None	Tdark	0	4663	DIP2A	Belongs to the DIP2 family.	23181	Q14689	2	ENSP00000392066	21q22.3	Disco-interacting protein 2 homolog A	None
4664	Disrupted in renal carcinoma protein 1	None	Tdark	0	4664	DIRC1	None	116093	Q969H9	1	ENSP00000307860	2q32.2	Disrupted in renal carcinoma protein 1	None
4665	Disrupted in renal carcinoma protein 2	None	Tbio	0	4665	DIRC2	Belongs to the major facilitator superfamily.	84925	Q96SL1	1	ENSP00000261038	3q21.1	Disrupted in renal carcinoma protein 2	None
4666	DnaJ homolog subfamily B member 13	None	Tbio	0	4666	DNAJB13	None	374407	P59910	1	ENSP00000344431	11q13.4	DnaJ homolog subfamily B member 13	None
4667	DnaJ homolog subfamily C member 14	None	Tbio	0	4667	DNAJC14	None	85406	Q6Y2X3	2	ENSP00000316240	12q13.2	DnaJ homolog subfamily C member 14	None
4668	H/ACA ribonucleoprotein complex subunit 4	None	Tbio	0	4668	DKC1	Belongs to the pseudouridine synthase TruB family.	1736	O60832	3	ENSP00000358563	Xq28	H/ACA ribonucleoprotein complex subunit 4	None
4669	Dickkopf-related protein 1	None	Tchem	0	4669	DKK1	Belongs to the dickkopf family.	22943	O94907	1	ENSP00000363081	10q21.1	Dickkopf-related protein 1	None
4670	Dickkopf-related protein 4	None	Tbio	0	4670	DKK4	Belongs to the dickkopf family.	27121	Q9UBT3	1	ENSP00000220812	8p11.21	Dickkopf-related protein 4	None
4671	Disks large homolog 2	None	Tbio	0	4671	DLG2	Belongs to the MAGUK family.	1740	Q15700	3	ENSP00000365272	11q14.1	Disks large homolog 2	None
4672	Disks large-associated protein 4	None	Tbio	0	4672	DLGAP4	Belongs to the SAPAP family.	22839	Q9Y2H0	3	ENSP00000363023	20q11.23	Disks large-associated protein 4	None
4673	Protein delta homolog 1	None	Tchem	0	4673	DLK1	None	8788	P80370	3	ENSP00000340292	14q32.2	Protein delta homolog 1	None
4674	Protein delta homolog 2	None	Tbio	0	4674	DLK2	None	65989	Q6UY11	1	ENSP00000349893	6p21.1	Protein delta homolog 2	None
4675	Delta-like protein 4	None	Tbio	0	4675	DLL4	None	54567	Q9NR61	1	ENSP00000249749	15q15.1	Delta-like protein 4	None
4676	Decaprenyl-diphosphate synthase subunit 2	Enzyme	Tbio	0	4676	PDSS2	Belongs to the FPP/GGPP synthase family.	57107	Q86YH6	2	ENSP00000358033	6q21	Decaprenyl-diphosphate synthase subunit 2	None
4677	Dynein light chain 1, axonemal	None	Tbio	0	4677	DNAL1	Belongs to the dynein light chain LC1-type family.	83544	Q4LDG9	1	ENSP00000452037	14q24.3	Dynein light chain 1, axonemal	None
4678	DnaJ homolog subfamily B member 7	None	Tbio	0	4678	DNAJB7	None	150353	Q7Z6W7	2	ENSP00000307197	22q13.2	DnaJ homolog subfamily B member 7	None
4679	DnaJ homolog subfamily B member 9	None	Tbio	0	4679	DNAJB9	None	4189	Q9UBS3	1	ENSP00000249356	7q31.1	DnaJ homolog subfamily B member 9	None
4680	DnaJ homolog subfamily C member 4	None	Tdark	0	4680	DNAJC4	None	3338	Q9NNZ3	1	ENSP00000396896	11q13.1	DnaJ homolog subfamily C member 4	None
4681	DnaJ homolog subfamily C member 7	None	Tbio	0	4681	DNAJC7	None	7266	Q99615	2	ENSP00000406463	17q21.2	DnaJ homolog subfamily C member 7	None
4682	DnaJ homolog subfamily C member 9	None	Tbio	0	4682	DNAJC9	None	23234	Q8WXX5	1	ENSP00000362041	10q22.2	DnaJ homolog subfamily C member 9	None
4683	DNA ligase 1	Enzyme	Tchem	0	4683	LIG1	Belongs to the ATP-dependent DNA ligase family.	3978	P18858	1	ENSP00000263274	19q13.33	DNA ligase 1	None
4684	Deoxyribonuclease gamma	Enzyme	Tbio	0	4684	DNASE1L3	Belongs to the DNase I family.	1776	Q13609	1	ENSP00000316193	3p14.3	Deoxyribonuclease gamma	None
4685	HLA class II histocompatibility antigen, DO alpha chain	None	Tbio	0	4685	HLA-DOA	Belongs to the MHC class II family.	3111	P06340	1	ENSP00000229829	6p21.32	HLA class II histocompatibility antigen, DO alpha chain	None
4686	Double C2-like domain-containing protein beta	None	Tbio	0	4686	DOC2B	None	8447	Q14184	1	ENSP00000343665	17p13.3	Double C2-like domain-containing protein beta	None
4687	Dedicator of cytokinesis protein 2	None	Tbio	0	4687	DOCK2	Belongs to the DOCK family.	1794	Q92608	2	ENSP00000256935	5q35.1	Dedicator of cytokinesis protein 2	None
4688	Dedicator of cytokinesis protein 4	None	Tbio	0	4688	DOCK4	Belongs to the DOCK family.	9732	Q8N1I0	3	ENSP00000404179	7q31.1	Dedicator of cytokinesis protein 4	None
4689	Docking protein 6	None	Tbio	0	4689	DOK6	Belongs to the DOK family. Type B subfamily.	220164	Q6PKX4	1	ENSP00000372160	18q22.2	Docking protein 6	None
4690	Protein Dok-7	None	Tbio	0	4690	DOK7	None	285489	Q18PE1	1	ENSP00000344432	4p16.3	Protein Dok-7	None
4691	Dolichol kinase	Enzyme	Tbio	0	4691	DOLK	Belongs to the polyprenol kinase family.	22845	Q9UPQ8	1	ENSP00000361667	9q34.11	Dolichol kinase	None
4692	Protein downstream neighbor of Son	None	Tbio	0	4692	DONSON	Belongs to the DONSON family.	29980	Q9NYP3	2	ENSP00000307143	21q22.11	Protein downstream neighbor of Son	None
4693	Protein dopey-1	None	Tdark	0	4693	DOPEY1	Belongs to the dopey family.	23033	Q5JWR5	1	ENSP00000195654	6q14.1	Protein dopey-1	None
4694	Dopamine beta-hydroxylase	Enzyme	Tchem	0	4694	DBH	Belongs to the copper type II ascorbate-dependent monooxygenase family.	1621	P09172	3	ENSP00000376776	9q34.2	Dopamine beta-hydroxylase	None
4695	HLA class II histocompatibility antigen, DP alpha 1 chain	None	Tbio	0	4695	HLA-DPA1	Belongs to the MHC class II family.	3113	P20036	1	ENSP00000393566	6p21.32	HLA class II histocompatibility antigen, DP alpha 1 chain	None
4696	Diffuse panbronchiolitis critical region protein 1	None	Tbio	0	4696	DPCR1	None	135656	Q3MIW9	2	ENSP00000417182	6p21.33	Diffuse panbronchiolitis critical region protein 1	None
4697	Dipeptidase 2	Enzyme	Tdark	0	4697	DPEP2	Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family.	64174	Q9H4A9	2	ENSP00000377430	16q22.1	Dipeptidase 2	None
4698	Zinc finger protein neuro-d4	Epigenetic	Tbio	0	4698	DPF1	Belongs to the requiem/DPF family.	8193	Q92782	2	ENSP00000347716	19q13.2	Zinc finger protein neuro-d4	None
4699	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	None	Tbio	0	4699	DPH2	Belongs to the DPH1/DPH2 family. DPH2 subfamily.	1802	Q9BQC3	1	ENSP00000255108	1p34.1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	None
4700	Diphthine--ammonia ligase	Enzyme	Tbio	0	4700	DPH6	Belongs to the Diphthine--ammonia ligase family.	89978	Q7L8W6	3	ENSP00000256538	15q14	Diphthine--ammonia ligase	None
4701	Dolichol phosphate-mannose biosynthesis regulatory protein	None	Tdark	0	4701	DPM2	Belongs to the DPM2 family.	8818	O94777	3	ENSP00000322181	9q34.11	Dolichol phosphate-mannose biosynthesis regulatory protein	None
4702	Putative dehydrogenase/reductase SDR family member 4-like 1	Enzyme	Tdark	0	4702	DHRS4L1	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	728635	P0CG22	1	None	14q11.2	Putative dehydrogenase/reductase SDR family member 4-like 1	None
4703	Draxin	None	Tbio	0	4703	DRAXIN	Belongs to the draxin family.	374946	Q8NBI3	2	ENSP00000294485	1p36.22	Draxin	None
4704	HLA class II histocompatibility antigen, DR beta 4 chain	None	Tdark	0	4704	HLA-DRB4	Belongs to the MHC class II family.	3126	P13762	2	None	6p21.3 alternate reference locus	HLA class II histocompatibility antigen, DR beta 4 chain	None
4705	HLA class II histocompatibility antigen, DR beta 5 chain	None	Tbio	0	4705	HLA-DRB5	Belongs to the MHC class II family.	3127	Q30154	1	ENSP00000364114	6p21.32	HLA class II histocompatibility antigen, DR beta 5 chain	None
4706	Homeobox protein DLX-2	TF	Tbio	0	4706	DLX2	Belongs to the distal-less homeobox family.	1746	Q07687	2	ENSP00000234198	2q31.1	Homeobox protein DLX-2	None
4707	Homeobox protein DLX-6	TF	Tbio	0	4707	DLX6	Belongs to the distal-less homeobox family.	1750	P56179	2	ENSP00000428480	7q21.3	Homeobox protein DLX-6	None
4708	HLA class II histocompatibility antigen, DM alpha chain	None	Tbio	0	4708	HLA-DMA	Belongs to the MHC class II family.	3108	P28067	1	ENSP00000412457	6p21.32	HLA class II histocompatibility antigen, DM alpha chain	None
4709	Deleted in malignant brain tumors 1 protein	None	Tbio	0	4709	DMBT1	Belongs to the DMBT1 family.	1755	Q9UGM3	2	ENSP00000357905	10q26.13	Deleted in malignant brain tumors 1 protein	None
4710	Putative GED domain-containing protein DNM1P34	None	Tdark	0	4710	DNM1P34	None	729809	Q6PK57	1	None	15q24.2	Putative GED domain-containing protein DNM1P34	None
4711	Doublesex- and mab-3-related transcription factor C1	None	Tdark	0	4711	DMRTC1B	Belongs to the DMRT family.	728656	Q5HYR2	1	ENSP00000362629	Xq13.1	Doublesex- and mab-3-related transcription factor C1	None
4712	DNA replication ATP-dependent helicase/nuclease DNA2	Enzyme	Tbio	0	4712	DNA2	Belongs to the DNA2/NAM7 helicase family.	1763	P51530	3	ENSP00000382133	10q21.3	DNA replication ATP-dependent helicase/nuclease DNA2	None
4713	Dynein light chain 4, axonemal	None	Tdark	0	4713	DNAL4	Belongs to the dynein light chain family.	10126	O96015	1	ENSP00000216068	22q13.1	Dynein light chain 4, axonemal	None
4714	Dynein heavy chain domain-containing protein 1	None	Tdark	0	4714	DNHD1	Belongs to the dynein heavy chain family.	144132	Q96M86	2	ENSP00000254579	11p15.4	Dynein heavy chain domain-containing protein 1	None
4715	DnaJ homolog subfamily B member 3	None	Tdark	0	4715	DNAJB3	None	414061	Q8WWF6	1	None	2q37.1	DnaJ homolog subfamily B member 3	None
4716	DnaJ homolog subfamily B member 5	None	Tbio	0	4716	DNAJB5	None	25822	O75953	1	ENSP00000404079	9p13.3	DnaJ homolog subfamily B member 5	None
4717	DnaJ homolog subfamily B member 6	None	Tbio	0	4717	DNAJB6	None	10049	O75190	2	ENSP00000262177	7q36.3	DnaJ homolog subfamily B member 6	None
4718	DnaJ homolog subfamily B member 8	None	Tbio	0	4718	DNAJB8	None	165721	Q8NHS0	1	ENSP00000316053	3q21.3	DnaJ homolog subfamily B member 8	None
4719	DnaJ homolog subfamily C member 3	None	Tbio	0	4719	DNAJC3	None	5611	Q13217	1	ENSP00000365991	13q32.1	DnaJ homolog subfamily C member 3	None
4720	DNL-type zinc finger protein	None	Tdark	0	4720	DNLZ	None	728489	Q5SXM8	1	ENSP00000360803	9q34.3	DNL-type zinc finger protein	None
4721	Dynamin-1-like protein	None	Tbio	0	4721	DNM1L	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.	10059	O00429	2	ENSP00000450399	12p11.21	Dynamin-1-like protein	None
4722	DNA (cytosine-5)-methyltransferase 3A	Epigenetic	Tclin	0	4722	DNMT3A	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family.	1788	Q9Y6K1	4	ENSP00000264709	2p23.3	DNA (cytosine-5)-methyltransferase 3A	None
4723	Dynamin-binding protein	None	Tbio	0	4723	DNMBP	None	23268	Q6XZF7	1	ENSP00000315659	10q24.2	Dynamin-binding protein	None
4724	Dedicator of cytokinesis protein 1	None	Tbio	0	4724	DOCK1	Belongs to the DOCK family.	1793	Q14185	2	ENSP00000280333	10q26.2	Dedicator of cytokinesis protein 1	None
4725	Dedicator of cytokinesis protein 6	None	Tbio	0	4725	DOCK6	Belongs to the DOCK family.	57572	Q96HP0	3	ENSP00000294618	19p13.2	Dedicator of cytokinesis protein 6	None
4726	Dedicator of cytokinesis protein 8	None	Tbio	0	4726	DOCK8	Belongs to the DOCK family.	81704	Q8NF50	3	ENSP00000408464	9p24.3	Dedicator of cytokinesis protein 8	None
4727	Dedicator of cytokinesis protein 9	None	Tbio	0	4727	DOCK9	Belongs to the DOCK family.	23348	Q9BZ29	2	ENSP00000365643	13q32.3	Dedicator of cytokinesis protein 9	None
4728	Protein dopey-2	None	Tbio	0	4728	DOPEY2	Belongs to the dopey family.	9980	Q9Y3R5	5	ENSP00000382104	21q22.12	Protein dopey-2	None
4729	D-dopachrome decarboxylase	Enzyme	Tbio	0	4729	DDT	Belongs to the MIF family.	1652	P30046	3	ENSP00000215773	22q11.23	D-dopachrome decarboxylase	None
4730	DPH3 homolog	None	Tdark	0	4730	DPH3	Belongs to the DPH3 family.	285381	Q96FX2	1	ENSP00000419599	3p25.1	DPH3 homolog	None
4731	DNA polymerase delta catalytic subunit	Enzyme	Tclin	0	4731	POLD1	Belongs to the DNA polymerase type-B family.	5424	P28340	2	ENSP00000406046	19q13.3	DNA polymerase delta catalytic subunit	None
4732	DNA polymerase delta subunit 2	Enzyme	Tbio	0	4732	POLD2	Belongs to the DNA polymerase delta/II small subunit family.	5425	P49005	1	ENSP00000386105	7p13	DNA polymerase delta subunit 2	None
4733	DNA polymerase epsilon catalytic subunit A	Enzyme	Tclin	0	4733	POLE	Belongs to the DNA polymerase type-B family.	5426	Q07864	5	ENSP00000322570	12q24.33	DNA polymerase epsilon catalytic subunit A	None
4734	DNA polymerase epsilon subunit 2	Enzyme	Tbio	0	4734	POLE2	Belongs to the DNA polymerase epsilon subunit B family.	5427	P56282	2	ENSP00000216367	14q21.3	DNA polymerase epsilon subunit 2	None
4735	DNA polymerase epsilon subunit 4	Enzyme	Tdark	0	4735	POLE4	None	56655	Q9NR33	2	ENSP00000420176	2p12	DNA polymerase epsilon subunit 4	None
4736	DNA-directed DNA/RNA polymerase mu	Enzyme	Tbio	0	4736	POLM	Belongs to the DNA polymerase type-X family.	27434	Q9NP87	1	ENSP00000242248	7p13	DNA-directed DNA/RNA polymerase mu	None
4737	Dipeptidyl peptidase 3	Enzyme	Tbio	0	4737	DPP3	Belongs to the peptidase M49 family.	10072	Q9NY33	2	ENSP00000353701	11q13.2	Dipeptidyl peptidase 3	None
4738	Dipeptidyl aminopeptidase-like protein 6	Enzyme	Tbio	0	4738	DPP6	Belongs to the peptidase S9B family.	1804	P42658	2	ENSP00000367001	7q36.2	Dipeptidyl aminopeptidase-like protein 6	None
4739	Developmental pluripotency-associated protein 4	None	Tbio	0	4739	DPPA4	None	55211	Q7L190	2	ENSP00000335306	3q13.13	Developmental pluripotency-associated protein 4	None
4740	Divergent paired-related homeobox	TF	Tdark	0	4740	DPRX	Belongs to the paired homeobox family.	503834	A6NFQ7	1	ENSP00000365838	19q13.42	Divergent paired-related homeobox	None
4741	Dihydropyrimidinase-related protein 5	Enzyme	Tbio	0	4741	DPYSL5	Belongs to the metallo-dependent hydrolases superfamily. Hydantoinase/dihydropyrimidinase family.	56896	Q9BPU6	1	ENSP00000288699	2p23.3	Dihydropyrimidinase-related protein 5	None
4742	Dihydropyrimidinase	Enzyme	Tbio	0	4742	DPYS	Belongs to the metallo-dependent hydrolases superfamily. Hydantoinase/dihydropyrimidinase family.	1807	Q14117	1	ENSP00000276651	8q22.3	Dihydropyrimidinase	None
4743	HLA class II histocompatibility antigen, DQ alpha 2 chain	None	Tbio	0	4743	HLA-DQA2	Belongs to the MHC class II family.	3118	P01906	2	ENSP00000364076	6p21.32	HLA class II histocompatibility antigen, DQ alpha 2 chain	None
4744	HLA class II histocompatibility antigen, DQ beta 1 chain	None	Tbio	0	4744	HLA-DQB1	Belongs to the MHC class II family.	3119	P01920	2	ENSP00000382034	6p21.32	HLA class II histocompatibility antigen, DQ beta 1 chain	None
4745	DNA damage-regulated autophagy modulator protein 2	None	Tbio	0	4745	DRAM2	Belongs to the DRAM/TMEM150 family.	128338	Q6UX65	1	ENSP00000286692	1p13.3	DNA damage-regulated autophagy modulator protein 2	None
